# New HSK word list (January 2012) V1.0
# Level 1 to 6 -- 5000 words
# Source : http://cedric.hartland.free.fr
# hsk source list from http://www.davidpetersson.com
# Translations from CEDICT Dictionary (see http://www.mdbg.net)
# Distributed under Creative Commons BY-NC licence
#Level	Identifier	Hanzi	PinYin	Translations
6	3592	空想	kōng xiǎng	daydream, fantasy, to fantasize,
6	3593	空虚	kōng xū	hollow, emptiness, meaningless,
6	3594	孔	kǒng	hole, CL:個|个[gè], classifier for cave dwellings,
6	3595	恐吓	kǒng hè	to threaten, to menace,
6	3596	恐惧	kǒng jù	fear, dread, phobia,
6	3597	空白	kòng bái	blank space,
6	3598	空隙	kòng xì	crack, gap between two objects, gap in time between two events,
6	3599	口气	kǒu qì	tone of voice, the way one speaks, manner of expression, tone,
6	3600	口腔	kǒu qiāng	oral cavity,
6	3601	口头	kǒu tóu	oral, verbal,
6	3602	口音	kǒu yīn	oral speech sounds (linguistics),
6	3603	枯竭	kū jié	used up, dried up, exhausted (of resources),
6	3604	枯燥	kū zào	dry and dull, uninteresting, dry-as-dust,
6	3605	苦尽甘来	kǔ jìn gān lái	bitterness finishes, sweetness begins (idiom); the hard times are over, the good times just beginning,
6	3606	挎	kuà	to carry (esp. slung over the arm, shoulder or side),
6	3607	跨	kuà	to step across, to stride over, to straddle, to span,
6	3608	快活	kuài huo	happy, cheerful,
6	3609	宽敞	kuān chang	spacious, wide,
6	3610	款待	kuǎn dài	to entertain, to be hospitable to,
6	3611	款式	kuǎn shì	pattern, style, design, CL:種|种[zhǒng],
6	3612	筐	kuāng	basket, CL:隻|只[zhī],
6	3613	旷课	kuàng kè	to play truant, to cut classes,
6	3614	框架	kuàng jià	frame, framework, fig. pattern, outline, organizing plan,
6	3615	况且	kuàng qiě	moreover, besides, in addition, furthermore,
6	3616	亏待	kuī dài	to treat sb unfairly,
6	3617	亏损	kuī sǔn	deficit, (financial) loss,
6	3618	昆虫	kūn chóng	insect, CL:隻|只,群,堆[duī],
6	3619	捆绑	kǔn bǎng	to bind,
6	3620	扩充	kuò chōng	to expand,
6	3621	扩散	kuò sàn	to spread, to proliferate, to diffuse, spread, proliferation, diffusion,
6	3622	扩张	kuò zhāng	expansion, dilation, to expand (e.g. one's power or influence), to broaden,
6	3623	喇叭	lǎ ba	horn (automobile etc), loudspeaker, brass wind instrument, trumpet, suona 鎖吶|锁呐[suǒ nà],
6	3624	啦	la	sentence-final particle, contraction of 了啊, indicating exclamation, particle placed after each item in a list of examples,
6	3625	来历	lái lì	history, antecedents, origin,
6	3626	来源	lái yuán	source (of information etc), origin,
6	3627	栏目	lán mù	regular column or segment (in a publication or broadcast program), program (TV or radio),
6	3628	懒惰	lǎn duò	idle, lazy,
6	3629	狼狈	láng bèi	in a difficult situation, to cut a sorry figure, scoundrel! (derogatory),
6	3630	朗读	lǎng dú	read aloud, read loudly and clearly,
6	3631	捞	lāo	to fish up, to dredge up,
6	3632	唠叨	láo dao	to prattle, to chatter, talkative, garrulous, to nag,
6	3633	牢固	láo gù	firm, secure,
6	3634	牢骚	láo sāo	discontent, complaint, to complain,
6	3635	乐趣	lè qù	delight, pleasure, joy,
6	3636	乐意	lè yì	to be willing to do sth, to be ready to do sth, to be happy to do sth, content, satisfied,
6	3637	雷达	léi dá	radar (loanword),
6	3638	类似	lèi sì	similar, analogous,
6	3639	冷淡	lěng dàn	cold, indifferent,
6	3640	冷酷	lěng kù	grim, unfeeling, callous,
6	3641	冷却	lěng què	to cool off, cooling,
6	3642	愣	lèng	to look distracted, to stare blankly, distracted, blank, (coll.) unexpectedly, rash, rashly,
6	3643	黎明	lí míng	dawn, daybreak,
6	3644	里程碑	lǐ chéng bēi	milestone,
6	3645	礼节	lǐ jié	etiquette,
6	3646	理睬	lǐ cǎi	to heed, to pay attention to,
6	3647	理所当然	lǐ suǒ dāng rán	as it should be by rights (idiom); proper and to be expected as a matter of course, inevitable and right,
6	3648	理直气壮	lǐ zhí qì zhuàng	in the right and self-confident (idiom); bold and confident with justice on one's side, to have the courage of one's convictions, just and forceful,
6	3649	理智	lǐ zhì	reason, intellect, rationality,
6	3650	立场	lì chǎng	position, standpoint, CL:個|个[gè],
6	3651	立交桥	lì jiāo qiáo	overpass, flyover,
6	3652	立体	lì tǐ	three-dimensional, solid, stereoscopic,
6	3653	立足	lì zú	to stand, to have a footing, to be established, to base oneself on,
6	3654	历代	lì dài	successive generations, successive dynasties, past dynasties,
6	3655	历来	lì lái	always, throughout (a period of time), (of) all-time,
6	3656	利害	lì hài	pros and cons, advantages and disadvantages, gains and losses,
6	3657	利率	lì lǜ	interest rates,
6	3658	力所能及	lì suǒ néng jí	as far as one's capabilities extend (idiom); to the best of one's ability, within one's powers,
6	3659	力图	lì tú	to try hard to, to strive to,
6	3660	力争	lì zhēng	to work hard for, to do all one can, to contend strongly,
6	3661	例外	lì wài	(make an) exception,
6	3662	连年	lián nián	successive years, over many years,
6	3663	连锁	lián suǒ	to interlock, to be linked, chain (store etc),
6	3664	连同	lián tóng	together with, along with,
6	3665	联欢	lián huān	have a get-together,
6	3666	联络	lián luò	communication, to get in touch with, to contact, connection (math.),
6	3667	联盟	lián méng	alliance, union, coalition,
6	3668	联想	lián xiǎng	to associate (cognitively), to make an associative connection, mental association, word prediction and auto-complete functions of input method editing programs,
6	3669	廉洁	lián jié	honest, not coercive, honesty, integrity, incorruptible,
6	3670	良心	liáng xīn	conscience,
6	3671	晾	liàng	to dry in the air,
6	3672	谅解	liàng jiě	to understand, to make allowances for, understanding,
6	3673	辽阔	liáo kuò	vast, extensive,
6	3674	列举	liè jǔ	a list, to list, to enumerate,
6	3675	淋	lín	to drain, to drench, to drip, diseases of the bladder,
6	3676	临床	lín chuáng	clinical,
6	3677	吝啬	lìn sè	stingy, mean, miserly,
6	3678	零星	líng xīng	fragmentary, random, bits and pieces, sporadic,
6	3679	凌晨	líng chén	very early in the morning, in the wee hours,
6	3680	灵感	líng gǎn	inspiration, insight, a burst of creativity in scientific or artistic endeavor,
6	3681	灵魂	líng hún	soul, spirit,
6	3682	灵敏	líng mǐn	smart, clever, sensitive, keen, quick, sharp,
6	3683	伶俐	líng lì	clever, witty, intelligent,
6	3684	领会	lǐng huì	to understand, to comprehend, to grasp,
6	3685	领事馆	lǐng shì guǎn	consulate,
6	3686	领土	lǐng tǔ	territory,
6	3687	领悟	lǐng wù	to understand, to comprehend,
6	3688	领先	lǐng xiān	to lead, to be in front,
6	3689	领袖	lǐng xiù	leader, CL:個|个,位,名[míng],
6	3690	溜	liū	to slip away, to escape in stealth, to skate,
6	3691	留恋	liú liàn	reluctant to leave, to hate to have to go, to recall fondly,
6	3692	留念	liú niàn	to keep as a souvenir, to recall fondly,
6	3693	留神	liú shén	to take care, to be careful,
6	3694	流浪	liú làng	to drift about, to wander, to roam, nomadic, homeless, unsettled (e.g. population), vagrant,
6	3695	流露	liú lù	to express, to reveal (one's thoughts or feelings),
6	3696	流氓	liú máng	rogue, hoodlum, gangster, immoral behavior,
6	3697	流通	liú tōng	to circulate, to distribute, circulation, distribution,
6	3698	聋哑	lóng yǎ	deaf and dumb,
6	3699	隆重	lóng zhòng	grand, prosperous, ceremonious, solemn,
6	3700	垄断	lǒng duàn	to enjoy market dominance, to monopolize,
6	3701	笼罩	lǒng zhào	to envelop, to shroud,
6	3702	搂	lǒu	to hug, to embrace, to hold in one's arms,
6	3703	炉灶	lú zào	stove,
6	3704	轮船	lún chuán	steamship, steamer, ocean liner, ship, CL:艘[sōu],
6	3705	轮廓	lún kuò	an outline, silhouette,
6	3706	轮胎	lún tāi	tire, pneumatic tire,
6	3707	论坛	lùn tán	forum (for discussion),
6	3708	论证	lùn zhèng	to prove a point, to expound on, to demonstrate or prove (through argument), proof,
6	3709	啰唆	luō suō	see 囉嗦|啰嗦[luō suo],
6	3710	螺丝钉	luó sī dīng	screw,
6	3711	落成	luò chéng	to complete a construction project,
6	3712	落实	luò shí	practical, workable, to implement, to carry out, to decide,
6	3713	络绎不绝	luò yì bù jué	continuously; in an endless stream (idiom),
6	3714	屡次	lǚ cì	repeatedly, time and again,
6	3715	履行	lǚ xíng	to fulfill (one's obligations), to carry out (a task), to implement (an agreement), to perform,
6	3716	掠夺	lvè duó	to plunder, to rob, also written 略奪|略夺,
6	3717	略微	lvè wēi	a little bit, slightly,
6	3718	麻痹	má bì	paralysis, palsy, numbness, to benumb,
6	3719	麻木	má mù	numb, insensitive, apathetic,
6	3720	麻醉	má zuì	anesthesia, fig. to poison (sb's mind),
6	3721	码头	mǎ tóu	dock, pier, wharf, CL:個|个[gè],
6	3722	嘛	ma	modal particle indicating that sth is obvious, particle indicating a pause for emphasis,
6	3723	埋伏	mái fú	to ambush, to lie in wait for, to lie low, ambush,
6	3724	埋没	mái mò	to engulf, to bury, to overlook, to stifle, to neglect, to fall into oblivion,
6	3725	埋葬	mái zàng	to bury,
6	3726	迈	mài	take a step,
6	3727	脉搏	mài bó	a pulse (both medical and figurative),
6	3728	埋怨	mán yuàn	to complain, to grumble (about), to reproach, to blame,
6	3729	慢性	màn xìng	slow and patient, chronic (disease), slow to take effect (e.g. a slow poison),
6	3730	漫长	màn cháng	very long, endless,
6	3731	漫画	màn huà	caricature, cartoon, Japanese manga,
6	3732	蔓延	màn yán	to extend, to spread,
6	3733	忙碌	máng lù	busy, bustling,
6	3734	茫茫	máng máng	boundless, vast and obscure,
6	3735	茫然	máng rán	blankly, vacantly, at a loss,
6	3736	盲目	máng mù	blind, blindly, ignorant, lacking understanding,
6	3737	冒充	mào chōng	to feign, to pretend to be, to pass oneself off as,
6	3738	茂盛	mào shèng	lush,
6	3739	枚	méi	classifier for coins, rings, badges, pearls, sporting medals, rockets, satellites etc, tree trunk, whip, wooden peg, used as a gag for marching soldiers (old),
6	3740	没辙	méi zhé	(idiom) unable to solve; no way to escape a problem,
6	3741	媒介	méi jiè	media, medium,
6	3742	媒体	méi tǐ	media, esp. news media,
6	3743	美观	měi guān	pleasing to the eye, beautiful, artistic,
6	3744	美满	měi mǎn	happy, blissful,
6	3745	美妙	měi miào	beautiful, wonderful, splendid,
6	3746	门诊	mén zhěn	outpatient service,
6	3747	蒙	méng	to cover, ignorant, to suffer (misfortune), to receive (a favor), to cheat,
6	3748	萌芽	méng yá	sprout, germ of a plant,
6	3749	猛烈	měng liè	fierce, violent (criticism etc),
6	3750	梦想	mèng xiǎng	(figuratively) to dream of, dream,
6	3751	眯	mī	to narrow one's eyes, to squint,
6	3752	弥补	mí bǔ	to complement, to make up for a deficiency,
6	3753	弥漫	mí màn	variant of 彌漫|弥漫[mí màn],
6	3754	迷惑	mí huo	to puzzle, to confuse, to baffle,
6	3755	迷人	mí rén	fascinating, enchanting, charming, tempting,
6	3756	迷失	mí shī	lost, not knowing one's location,
6	3757	迷信	mí xìn	superstition, to have a superstitious belief (in sth),
6	3758	密度	mì dù	density, thickness,
6	3759	密封	mì fēng	to seal up,
6	3760	免得	miǎn de	so as not to, so as to avoid,
6	3761	免疫	miǎn yì	immunity (to disease),
6	3762	勉励	miǎn lì	to encourage,
6	3763	勉强	miǎn qiǎng	to do with difficulty, to force sb to do sth, reluctant, barely enough,
6	3764	面貌	miàn mào	appearance, face, features, CL:個|个[gè],
6	3765	面子	miàn zi	outer surface, outside, honor, reputation, face (as in "losing face"), self-respect, feelings, (medicinal) powder,
6	3766	描绘	miáo huì	to describe, to portray,
6	3767	渺小	miǎo xiǎo	minute, tiny, negligible, insignificant,
6	3768	蔑视	miè shì	to loathe, to despise, contempt,
6	3769	灭亡	miè wáng	to be destroyed, to become extinct, to perish, to die out, to destroy, to exterminate,
6	3770	民间	mín jiān	among the people, popular, folk, non-governmental, involving people rather than governments,
6	3771	民用	mín yòng	(for) civilian use,
6	3772	敏感	mǐn gǎn	sensitive, susceptible, politically sensitive (pretext for censorship),
6	3773	敏捷	mǐn jié	nimble, quick, shrewd,
6	3774	敏锐	mǐn ruì	keen, sharp, acute,
6	3775	明明	míng míng	obviously, plainly, undoubtedly, definitely,
6	3776	名次	míng cì	position in a ranking of names,
6	3777	名额	míng é	quota, number of places, place (in an institution, a group etc),
6	3778	名副其实	míng fù qí shí	not just in name only, but also in reality (idiom),
6	3779	名誉	míng yù	fame, reputation, honor, honorary, emeritus (of retired professor),
6	3780	命名	mìng míng	to give a name to, to dub, to christen, to designate, named after, naming,
6	3781	摸索	mō suo	to feel about, to grope about, to fumble, to do things slowly,
6	3782	膜	mó	membrane, film,
6	3783	摩擦	mó cā	friction, rubbing, chafing, fig. disharmony, conflict, same as 磨擦,
6	3784	磨合	mó hé	to break in, to wear in,
6	3785	模范	mó fàn	model, fine example,
6	3786	模式	mó shì	mode, method,
6	3787	模型	mó xíng	model, mould, matrix, pattern,
6	3788	魔鬼	mó guǐ	devil,
6	3789	魔术	mó shù	magic,
6	3790	抹杀	mǒ shā	to erase, to cover traces, to obliterate evidence, to expunge, to blot out, to suppress,
6	3791	莫名其妙	mò míng qí miào	unfathomable mystery (idiom); subtle and ineffable, unable to make head or tail of it, boring (e.g. movie),
6	3792	默默	mò mò	in silence, not speaking,
6	3793	墨水儿	mò shuǐ r	erhua variant of 墨水, ink,
6	3794	谋求	móu qiú	to seek, to strive for,
6	3795	模样	mú yàng	look, style, appearance, approximation, about, CL:個|个[gè],
6	3796	母语	mǔ yǔ	native language, mother tongue, (linguistics) parent language,
6	3797	目睹	mù dǔ	to witness, to see at first hand, to see with one's own eyes,
6	3798	目光	mù guāng	sight, vision, view, gaze, look,
6	3799	沐浴	mù yù	to take a bath, to bathe, to immerse,
6	3800	拿手	ná shǒu	expert in, good at,
6	3801	纳闷儿	nà mèn r	puzzled, bewildered,
6	3802	耐用	nài yòng	durable,
6	3803	难得	nán dé	seldom, rare, hard to come by,
6	3804	难堪	nán kān	hard to take, embarrassed,
6	3805	难免	nán miǎn	hard to avoid, difficult to escape from,
6	3806	难能可贵	nán néng kě guì	rare and precious, valuable, remarkable,
6	3807	恼火	nǎo huǒ	to get angry, irritated, to annoy, to aggravate, annoying,
6	3808	内涵	nèi hán	meaning, content, essential properties implied or reflected by a notion, intention, connotation, self-possessed,
6	3809	内幕	nèi mù	inside story, non-public information, behind the scenes, internal,
6	3810	内在	nèi zài	intrinsic, innate,
6	3811	能量	néng liàng	energy, capabilities,
6	3812	嗯	en	interjection indicating approval, appreciation or agreement,
6	3813	拟定	nǐ dìng	to draw up, to draft, to formulate,
6	3814	年度	nián dù	year (e.g. school year, fiscal year), annual,
6	3815	捏	niē	to pinch (with one's fingers), to knead, to make up,
6	3816	拧	níng	to pinch, wring,
6	3817	凝固	níng gù	to freeze, to solidify, to congeal, fig. with rapt attention,
6	3818	凝聚	níng jù	to condense, to coagulate, coacervation (i.e. form tiny droplets), aggregation, coherent,
6	3819	凝视	níng shì	to gaze at, to fix one's eyes on,
6	3820	宁肯	nìng kěn	would rather..., it would be better..., would prefer,
6	3821	宁愿	nìng yuàn	would rather, better,
6	3822	纽扣儿	niǔ kòu ér	Buttons children,
6	3823	扭转	niǔ zhuǎn	to reverse, to turn around (an undesirable situation),
6	3824	浓厚	nóng hòu	dense, thick (fog, clouds etc), to have a strong interest in, deep, fully saturated (color),
6	3825	农历	nóng lì	the traditional Chinese calendar, the lunar calendar,
6	3826	奴隶	nú lì	slave,
6	3827	挪	nuó	to shift, to move,
6	3828	虐待	nvè dài	to mistreat, to maltreat, to abuse, mistreatment, maltreatment,
6	3829	哦	ò	oh (interjection indicating that one has just learned sth),
6	3830	殴打	ōu dǎ	to beat up, to come to blows, battery (law),
6	3831	欧洲	Oū zhōu	Europe, European,
6	3832	呕吐	ǒu tù	to vomit,
6	3833	趴	pā	to lie on one's stomach, to lean forward, resting one's upper body (on a desktop etc), (Taiwan) percent,
6	3834	排斥	pái chì	to reject, to exclude, to eliminate, to remove, to repel,
6	3835	排除	pái chú	to eliminate, to get rid of, to remove,
6	3836	排放	pái fàng	emission, discharge, exhaust (gas etc),
6	3837	徘徊	pái huái	to dither, to hesitate, to pace back and forth, by ext. to hover around, to linger,
6	3838	派别	pài bié	denomination, group, school, faction, school of thought,
6	3839	派遣	pài qiǎn	to send (on a mission), to dispatch,
6	3840	攀登	pān dēng	to climb, to pull oneself up, to clamber, to scale, fig. to forge ahead in the face of hardships and danger,
6	3841	盘旋	pán xuán	to spiral, to circle, to go around, to hover, to orbit,
6	3842	畔	pàn	bank, field-path,
6	3843	判决	pàn jué	judgment (by a court of law), to pass judgment on, to sentence,
6	3844	庞大	páng dà	huge, enormous, tremendous,
6	3845	抛弃	pāo qì	to abandon, to discard, to renounce, to dump (sb),
6	3846	泡沫	pào mò	foam, (soap) bubble, (economic) bubble,
6	3847	培训	péi xùn	to cultivate, to train, to groom, training,
6	3848	培育	péi yù	to train, to breed,
6	3849	配备	pèi bèi	to allocate, to provide, to outfit with,
6	3850	配偶	pèi ǒu	consort, mate, spouse,
6	3851	配套	pèi tào	to form a complete set, coherent,
6	3852	盆地	pén dì	basin (low-lying geographical feature), depression,
6	3853	烹饪	pēng rèn	cooking, culinary arts,
6	3854	捧	pěng	to clasp, to cup the hands, to hold up with both hands, to offer (esp. in cupped hands), to praise, to flatter,
6	3855	劈	pī	to hack, to chop, to split open, (of lightning) to strike,
6	3856	批发	pī fā	wholesale, bulk trade, distribution,
6	3857	批判	pī pàn	to criticize, critique, CL:個|个[gè],
6	3858	疲惫	pí bèi	beaten, exhausted, tired,
6	3859	疲倦	pí juàn	to tire, tired,
6	3860	皮革	pí gé	leather, CL:張|张[zhāng],
6	3861	屁股	pì gu	buttocks, bottom, butt, back part,
6	3862	譬如	pì rú	for example, for instance, such as,
6	3863	偏差	piān chā	bias, deviation,
6	3864	偏见	piān jiàn	prejudice,
6	3865	偏僻	piān pì	remote, desolate, far from the city,
6	3866	偏偏	piān piān	(indicates that sth turns out just the opposite of what one would expect or what would be normal), unfortunately, against expectations,
6	3867	片断	piàn duàn	section, fragment, segment,
6	3868	片刻	piàn kè	short period of time, a moment,
6	3869	飘扬	piāo yáng	to wave, to flutter, to fly,
6	3870	漂浮	piāo fú	to float, to hover, to drift (also fig., to lead a wandering life), to rove, showy, superficial,
6	3871	拼搏	pīn bó	to struggle, to wrestle,
6	3872	拼命	pīn mìng	to do one's utmost, with all one's might, at all costs, (to work or fight) as if one's life depends on it,
6	3873	频繁	pín fán	frequently, often,
6	3874	频率	pín lǜ	frequency,
6	3875	贫乏	pín fá	lack, incomplete,
6	3876	贫困	pín kùn	impoverished, poverty,
6	3877	品尝	pǐn cháng	to taste a small amount, to sample,
6	3878	品德	pǐn dé	moral character,
6	3879	品行	pǐn xíng	behavior, moral conduct,
6	3880	品质	pǐn zhì	quality,
6	3881	平凡	píng fán	commonplace, ordinary, mediocre,
6	3882	平面	píng miàn	plane (flat surface), print media,
6	3883	平坦	píng tǎn	level, even, smooth, flat,
6	3884	平行	píng xíng	parallel, of equal rank, simultaneous,
6	3885	平原	píng yuán	field, plain, CL:個|个[gè],
6	3886	评估	píng gū	to evaluate, to assess, assessment, evaluation,
6	3887	评论	píng lùn	to comment on, to discuss, comment, commentary, CL:篇[piān],
6	3888	屏障	píng zhàng	protective screen,
6	3889	坡	pō	slope, CL:個|个[gè], sloping, slanted,
6	3890	泼	pō	to splash, to spill, rough and coarse, brutish,
6	3891	颇	pō	rather, quite, considerably (Taiwan pr. ), oblique, inclined, slanting,
6	3892	破例	pò lì	to make an exception,
6	3893	迫不及待	pò bù jí dài	impatient (idiom); in a hurry, itching to get on with it,
6	3894	迫害	pò hài	to persecute, persecution,
6	3895	魄力	pò lì	courage, daring, boldness, resolution, drive,
6	3896	扑	pū	to throw oneself at, to pounce on, to devote one's energies, to flap, to flutter, to dab, to pat, to bend over,
6	3897	铺	pū	to spread, to display, to set up, (old) holder for door-knocker,
6	3898	普及	pǔ jí	popular, to popularize, universal, ubiquitous, pervasive,
6	3899	朴实	pǔ shí	plain, simple, guileless, down-to-earth, sincere and honest,
6	3900	瀑布	pù bù	waterfall,
6	3901	期望	qī wàng	to have expectations, to earnestly hope, expectation, hope,
6	3902	期限	qī xiàn	time limit, deadline, allotted time,
6	3903	欺负	qī fu	to bully,
6	3904	欺骗	qī piàn	to deceive, to cheat,
6	3905	凄凉	qī liáng	desolate,
6	3906	奇妙	qí miào	fantastic, wonderful,
6	3907	旗袍	qí páo	Chinese-style dress, cheongsam,
6	3908	旗帜	qí zhì	ensign, flag,
6	3909	齐全	qí quán	complete,
6	3910	齐心协力	qí xīn xié lì	to work with a common purpose (idiom); to make concerted efforts, to pull together, to work as one,
6	3911	歧视	qí shì	to discriminate against, discrimination,
6	3912	起草	qǐ cǎo	draft (a bill), draw up (plans),
6	3913	起初	qǐ chū	originally, at first, at the outset,
6	3914	起伏	qǐ fú	to move up and down, to undulate, ups and downs,
6	3915	起哄	qǐ hòng	to heckle, rowdy jeering, to create a disturbance,
6	3916	起码	qǐ mǎ	at the minimum, at the very least,
6	3917	起义	qǐ yì	uprising, insurrection, revolt,
6	3918	起源	qǐ yuán	origin, to originate, to come from,
6	3919	启程	qǐ chéng	to set out on a journey,
6	3920	启示	qǐ shì	enlightenment, revelation, apocalypse,
6	3921	启事	qǐ shì	announcement (written, on billboard, letter, newspaper or website), to post information, a notice,
6	3922	乞丐	qǐ gài	beggar,
6	3923	岂有此理	qǐ yǒu cǐ lǐ	how can this be so? (idiom); preposterous, ridiculous, absurd,
6	3924	器材	qì cái	equipment, material,
6	3925	器官	qì guān	organ (part of body tissue), apparatus,
6	3926	气概	qì gài	lofty quality, mettle, spirit,
6	3927	气功	qì gōng	qigong, a system of deep breathing exercises,
6	3928	气魄	qì pò	spirit, boldness, positive outlook, imposing attitude,
6	3929	气色	qì sè	complexion,
6	3930	气势	qì shì	imposing manner, loftiness, grandeur, energetic looks, vigor,
6	3931	气味	qì wèi	odor, scent,
6	3932	气象	qì xiàng	meteorological feature, CL:個|个[gè], meteorology, atmosphere, ambience, scene,
6	3933	气压	qì yā	atmospheric pressure, barometric pressure,
6	3934	迄今为止	qì jīn wéi zhǐ	so far, up to now, still (not),
6	3935	掐	qiā	to pick (flowers), to pinch, to nip, to pinch off, to clutch, (slang) to fight,
6	3936	恰当	qià dàng	appropriate, suitable,
6	3937	恰到好处	qià dào hǎo chù	it's just perfect, it's just right,
6	3938	恰巧	qià qiǎo	fortunately, unexpectedly, by coincidence,
6	3939	洽谈	qià tán	to discuss,
6	3940	牵扯	qiān chě	to involve, to implicate,
6	3941	牵制	qiān zhì	to control, to curb, to restrict, to impede, to pin down (enemy troops),
6	3942	千方百计	qiān fāng bǎi jì	lit. thousand ways, a hundred plans (idiom); by every possible means,
6	3943	签订	qiān dìng	to agree to and sign (a treaty etc),
6	3944	签署	qiān shǔ	to sign (an agreement),
6	3945	迁就	qiān jiù	to yield, to adapt to, to accommodate to (sth),
6	3946	迁徙	qiān xǐ	to migrate, to move,
6	3947	谦逊	qiān xùn	humble, modest, unpretentious, modesty,
6	3948	前景	qián jǐng	foreground, vista, (future) prospects, perspective,
6	3949	前提	qián tí	premise, precondition, prerequisite,
6	3950	潜力	qián lì	potential, capacity,
6	3951	潜水	qián shuǐ	to dive, to go under water, lurker (Internet slang for sb who reads forum posts but never replies),
6	3952	潜移默化	qián yí mò huà	imperceptible influence, to influence secretly,
6	3953	谴责	qiǎn zé	to denounce, to condemn, to criticize, condemnation, criticism,
6	3954	强制	qiáng zhì	to enforce, enforcement, forcibly, compulsory,
6	3955	抢劫	qiǎng jié	to rob, looting,
6	3956	抢救	qiǎng jiù	rescue,
6	3957	强迫	qiǎng pò	to compel, to force,
6	3958	桥梁	qiáo liáng	bridge, fig. connection between two areas,
6	3959	翘	qiào	to stick up, to rise on one end, to tilt,
6	3960	锲而不舍	qiè ér bù shě	to chip away at a task and not abandon it (idiom); to chisel away at sth, to persevere, unflagging efforts,
6	3961	切实	qiè shí	feasible, earnestly, conscientiously, realistic, practical,
6	3962	亲热	qīn rè	affectionate, intimate, warm-hearted,
6	3963	亲身	qīn shēn	personal, oneself,
6	3964	侵犯	qīn fàn	to infringe on, to encroach on, to violate,
6	3965	钦佩	qīn pèi	to admire, to look up to, to respect sb greatly,
6	3966	勤俭	qín jiǎn	hardworking and frugal,
6	3967	勤恳	qín kěn	diligent and attentive, assiduous, sincere,
6	3968	氢	qīng	hydrogen (chemistry),
6	3969	轻而易举	qīng ér yì jǔ	easy, with no difficulty,
6	3970	清澈	qīng chè	clear, limpid,
6	3971	清晨	qīng chén	early morning,
6	3972	清除	qīng chú	to eliminate, to get rid of,
6	3973	清洁	qīng jié	clean,
6	3974	清理	qīng lǐ	to clear up, to tidy up, to dispose of,
6	3975	清晰	qīng xī	clear, distinct,
6	3976	清醒	qīng xǐng	clear-headed, sober, awake,
6	3977	清真	qīng zhēn	Islamic, Muslim, halal (of food), clean, pure,
6	3978	倾听	qīng tīng	to listen attentively,
6	3979	倾向	qīng xiàng	trend, tendency, orientation,
6	3980	倾斜	qīng xié	to incline, to lean, to slant, to slope, to tilt,
6	3981	晴朗	qíng lǎng	sunny and cloudless,
6	3982	情报	qíng bào	(spy) intelligence, information-gathering,
6	3983	情节	qíng jié	plot, circumstances,
6	3984	情理	qíng lǐ	reason, sense,
6	3985	情形	qíng xing	circumstances, situation, CL:個|个[gè],
6	3986	请柬	qǐng jiǎn	invitation card, written invitation,
6	3987	请教	qǐng jiào	to ask for guidance, to consult,
6	3988	请示	qǐng shì	to ask for instructions,
6	3989	请帖	qǐng tiě	invitation card, written invitation,
6	3990	丘陵	qiū líng	hills,
6	3991	区分	qū fēn	to differentiate, to find differing aspects,
6	3992	区域	qū yù	area, region, district,
6	3993	屈服	qū fú	to surrender, to yield,
6	3994	曲折	qū zhé	complicated, winding,
6	3995	驱逐	qū zhú	to expel, to deport, banishment,
6	3996	渠道	qú dào	irrigation ditch, medium or channel of communication,
6	3997	取缔	qǔ dì	to ban, to prohibit (publications, customs etc), to outlaw, to suppress (violators),
6	3998	曲子	qǔ zi	poem for singing, tune, music, CL:支[zhī],
6	3999	趣味	qù wèi	fun, interest, delight, taste, liking, preference,
6	4000	圈套	quān tào	trap, snare, trick,
6	4001	全局	quán jú	overall situation,
6	4002	全力以赴	quán lì yǐ fù	to do at all costs, to make an all-out effort,
6	4003	权衡	quán héng	to weigh, to consider, to assess, to balance, to trade-off,
6	4004	权威	quán wēi	authority, authoritative, power and prestige,
6	4005	权益	quán yì	rights and benefits,
6	4006	拳头	quán tou	fist, clenched fist, CL:個|个[gè], competitive (product),
6	4007	犬	quǎn	dog,
6	4008	缺口	quē kǒu	nick, jag, gap, shortfall,
6	4009	缺席	quē xí	absence, absent,
6	4010	缺陷	quē xiàn	defect, flaw, physical defect,
6	4011	瘸	qué	lame,
6	4012	确保	què bǎo	to ensure, to guarantee,
6	4013	确立	què lì	to establish, to institute,
6	4014	确切	què qiè	definite, exact, precise,
6	4015	确信	què xìn	to be convinced, to be sure, to firmly believe, to be positive that, definite news,
6	4016	群众	qún zhòng	mass, multitude, the masses,
6	4017	染	rǎn	to dye, to catch (a disease), to acquire (bad habits etc), to contaminate, to add colour washes to a painting,
6	4018	让步	ràng bù	to concede, to give in, to yield, a concession,
6	4019	饶恕	ráo shù	to forgive, to pardon, to spare,
6	4020	扰乱	rǎo luàn	to disturb, to perturb, to harass,
6	4021	惹祸	rě huò	stirring up trouble, to invite disaster,
6	4022	热泪盈眶	rè lèi yíng kuàng	eyes brimming with tears of excitement (idiom), extremely moved,
6	4023	热门	rè mén	popular, hot, in vogue,
6	4024	人道	rén dào	human sympathy, humanitarianism, humane, the "human way", one of the stages in the cycle of reincarnation (Buddhism), sexual intercourse,
6	4025	人格	rén gé	personality, integrity, dignity,
6	4026	人工	rén gōng	artificial, manpower, manual work,
